cell_type,B cell,B cell memory,B cell naive,B cell plasma,Cancer associated fibroblast,Class-switched memory B cell,Common lymphoid progenitor,Common myeloid progenitor,Endothelial cell,Eosinophil,Granulocyte-monocyte progenitor,Hematopoietic stem cell,immune score,Macrophage,Macrophage M1,Macrophage M2,Mast cell,microenvironment score,Monocyte,Myeloid dendritic cell,Myeloid dendritic cell activated,Neutrophil,NK cell,Plasmacytoid dendritic cell,stroma score,T cell CD4+ (non-regulatory),T cell CD4+ central memory,T cell CD4+ effector memory,T cell CD4+ memory,T cell CD4+ naive,T cell CD4+ Th1,T cell CD4+ Th2,T cell CD8+,T cell CD8+ central memory,T cell CD8+ effector memory,T cell CD8+ naive,T cell gamma delta,T cell NK,T cell regulatory (Tregs)
TCGA-13-0801,0.086960014,0.007734753,8.88E-19,0.03025459,0.020765417,0.033818173,0.027521403,0,0.013733141,0,0,0.038185652,0.339851131,0.150093043,0.113729406,0.001854417,0.015068557,0.357121477,0.147603289,0.110051793,0.255037408,1.84E-18,0,0.141683026,0.017270345,2.09E-17,0,0.098680168,4.55E-23,0,0.079255415,0.067270698,1.20E-18,0.060918178,0.002557784,0.000612333,0.000909401,0.103584768,7.55E-22
TCGA-13-0883,0.042973869,1.41E-19,6.46E-19,0.002077725,0.078411172,0.024955922,0.004879957,0.004333138,0.014393826,8.99E-19,2.17E-18,0.010781437,0.164473447,0.05464231,0.036965193,1.43E-18,0.013963474,0.214385261,0.061429317,0.063848411,0.112260998,4.12E-20,0,0.052447962,0.049911814,2.80E-18,0.009580249,0.03991738,0.001170439,0.000804441,0.005149865,0.022231616,0.009852789,0.017017281,3.66E-21,0.001951594,0,0.023634821,0.001135357
TCGA-13-0887,0.050489541,0,0,0.032446434,0.054196968,0.023309651,0.031158148,2.36E-19,0.004261503,7.20E-20,0.000648266,0.004559397,0.10208962,0.060192061,0.057948753,0.00881693,0.00981546,0.135604299,0.022702234,0.009935133,0.122739184,7.43E-20,7.26E-20,0.053885721,0.033514679,0,0,0.0197061,1.58E-20,3.12E-18,0.024858986,0.112905118,8.13E-20,0.012008888,0.001839927,0,1.37E-17,0.061615041,2.02E-18
TCGA-13-0897,0.012655786,0,0,0.001197151,0.04281738,0.028577977,0.029760048,1.12E-18,0.007495398,4.05E-18,0,0.016230254,0.083816859,0.071195937,0.058105551,0.005119872,0.002764739,0.109794307,0.00428101,0.034827816,0.163998856,3.11E-19,2.64E-19,0.072042761,0.025977448,0,0,0.01845875,4.00E-05,0.004435862,0.027740628,0.14486147,3.18E-19,0.039146899,0.010337958,7.29E-20,0,0.047718893,0.00981099
TCGA-13-0899,0.024126762,0,1.83E-18,0.018188975,0.007200853,0.03334293,0.014548445,0,0.017949688,0,6.94E-18,0.040218405,0.084655567,0.046032773,0.031323562,0.00887636,0.001408669,0.105216302,0.027430395,0.027956208,0.086642812,2.85E-05,1.04E-19,0.057494082,0.020560735,1.30E-19,1.42E-18,0,3.00E-19,1.17E-18,0.032545165,0.053927212,0,0,0,5.81E-05,4.19E-18,0.123670082,0
TCGA-13-0913,0.057340384,4.78E-20,2.13E-18,0.041469654,0.054522488,0.026801613,0.003188579,0,0.005854438,1.24E-18,1.94E-18,0.055223661,0.053909123,0.01398487,0.00585376,0.014746589,0.009538431,0.085043866,1.33E-17,3.86E-20,0.037773434,3.79E-19,0,0.000849325,0.031134743,3.05E-18,0,0.03482699,0,3.79E-18,0.028834964,0.015402563,0,7.65E-18,0,0,1.27E-17,0.07528387,0
TCGA-13-0919,0.042890598,0,0,0.030351387,0.082519029,0.021148287,0.001311431,0,0.022152234,1.37E-18,0,0.020823801,0.154293372,0.100459481,0.078016041,0.003178916,0.001831254,0.208610759,0.076027624,0.010231101,0.177253683,0,0,0.070485423,0.054317386,1.68E-19,6.18E-19,0.095851207,1.28E-20,0,1.65E-20,0.077750014,0,0.005329462,0,0,1.47E-18,0.057504723,0.006449998
TCGA-13-0920,0.059404174,4.51E-21,0,0.045984904,0.006708746,0.026602494,0.021286118,0,0,0,9.21E-19,0.015777014,0.056609777,0.018000439,0.007668694,0.003757977,0.003091894,0.061935933,8.09E-18,0.004418157,0.066618162,0,0,0.046326857,0.005326157,0,4.04E-18,0,0.000759568,0,0.008639596,0.158129786,1.98E-20,0.014659078,0,0.010669275,0,0.00700807,4.84E-21
TCGA-13-0923,0.054596447,0.002494407,0,0.049017376,0,0.00654828,0.008122024,0,0.010759707,0,7.54E-18,0.017385747,0.077371146,0.051537104,0.033317504,0.01602799,0.006183247,0.103228715,0,0.00373992,0.14070944,1.52E-18,0,0.052080957,0.02585757,1.64E-18,2.52E-19,0.024208205,0,0,0.09670699,0.048271043,8.99E-21,0.031722514,0.005361671,0.004673331,0,0.078812565,0
TCGA-13-1403,0.042140989,0,2.93E-18,0.03453741,0.050349182,0.009233099,0.011491539,0,0.014609215,1.50E-18,4.64E-19,0.001688852,0.050806325,0.018501876,0.011695261,0.00804123,0.009726172,0.084283606,0,0.000882579,0.036603969,1.11E-19,4.09E-18,0.015359018,0.033477281,4.29E-19,0.015312351,0.031822459,1.60E-19,3.64E-19,1.44E-19,0.055431964,0.004957871,4.10E-19,0,0,0,0.037568093,1.02E-19
TCGA-13-1404,0.035285565,1.66E-18,0,0.017859967,0.102840414,0.001544165,0.016158804,0,0.02083708,1.41E-18,0.015701564,0.092221188,0.092688224,0.045448533,0.032403702,0.002915645,0.009461817,0.164957582,0.025282804,0.023553617,0.187338093,1.93E-19,8.35E-19,0.069676018,0.072269358,0,0,0.010444774,2.70E-23,4.76E-22,0.019612515,0.073823648,5.86E-20,0.017578475,0,0.001793291,0.003291265,0.078909433,0.005969971
TCGA-13-1407,0.075631711,0.006207535,0.008818646,0.018758091,0.026983426,0,0.011939944,1.61E-18,0.000618765,7.94E-20,0,0.006284593,0.05841673,0.005197431,0,0.003405422,0.003875821,0.075448726,5.03E-19,7.43E-20,0.004670701,8.62E-20,0,0.014234055,0.017031996,0,0,0,0,2.87E-18,0.023298081,0.156661329,0.002920133,0,1.61E-18,0.016773138,2.96E-19,0.039696235,0
TCGA-13-1489,0,6.13E-19,0,0.02989255,2.07E-18,0.006157124,0.016354638,0,0.001584732,0,1.91E-17,0.026176936,0.011107044,0.010811723,0.010999279,0.003326169,0.005848843,0.013803738,1.16E-17,0,0.019778608,0,8.15E-19,0.023815936,0.002696694,0,7.40E-19,0,0,0,0.015331404,0.049592091,3.89E-18,0,0,0,0,0,0
TCGA-13-1495,0.022247536,0,5.19E-19,0.02208796,0.028368494,0.011521614,0.015112154,7.33E-19,7.34E-19,0,0.02744449,0.012879895,0.051897962,0.040534783,0.026779582,2.93E-19,0.00455306,0.06723214,0.007357162,0,0.062586225,0,0.003154403,0.032374314,0.015334177,1.51E-18,1.03E-18,0.002013463,0,5.31E-19,0.015548054,0.138269573,5.41E-20,0.024235399,1.44E-18,0.001443535,0,0.066294914,0
TCGA-13-1497,0.049104875,0,0,0.035042412,0.004774663,0.019896249,0.01816751,0,0.034850442,5.54E-19,0.001134965,0.081472283,0.089025542,0.038717562,0.037001362,0.002217594,0.009444245,0.109042562,0.018510059,0.007115617,0.118693564,6.24E-20,0.000701457,0.041586263,0.02001702,0,0,0.062801693,0.002264959,1.06E-20,0.02318136,0.077628214,0.009944499,0.033884263,0.009188035,0.003183602,0.001918671,0.02114417,0.002343193
TCGA-13-1499,0.289668748,0.102981527,0.044114206,0.048348004,0.131520646,0.034670778,0.007673958,0.001685566,0.012738387,1.15E-18,0,0.075783335,0.384724748,0.053069761,0.048044951,3.41E-19,0.015493223,0.490221303,0.063023949,0.081629122,0.307757051,0,1.11E-18,0.20665783,0.105496554,2.46E-18,0,0.013777109,0.012827803,0.040355204,0.006480658,0.09789394,0.07420232,0.114764397,0.020029011,0.00229129,8.68E-19,0.040562618,0.005690125
TCGA-13-1505,0.044333856,1.41E-18,1.79E-19,0.012807161,0.116187619,0.04597621,0.00568548,0.002079768,0,2.50E-19,0,0.062288784,0.077399387,0.01647001,0.009104747,0.005731502,0.007006458,0.162047574,0.013190564,0.018135592,0.166722983,1.05E-19,0,0.043749815,0.084648187,0,3.32E-05,0.029937274,2.22E-21,0.002000713,0.011568842,0.074977564,0.016962601,0.029782617,7.08E-19,0.006384465,0,0.048444081,0
TCGA-13-1507,0.074829063,0,1.16E-18,0.059249381,0.050425871,0.036689985,0.025009509,0,0.005001192,5.99E-19,2.35E-17,0.069949127,0.187157343,0.11739134,0.090605877,0,0.000351473,0.218657797,0.06527828,0.022885858,0.328903473,6.31E-19,0,0.196879388,0.031500454,2.54E-18,0,1.55E-18,0.016807887,1.06E-18,0.007250064,0.210349209,0,0.072068001,2.41E-18,0.009619012,1.57E-18,0,0.010375248
TCGA-13-A5FT,0.04416733,0.003036699,3.77E-20,0.019426941,0.017263998,0.015657635,0.026233957,0,0.003269357,3.61E-19,0,0.008806538,0.040976528,0.009326302,0.009982428,2.13E-19,0.005463453,0.051243206,4.59E-18,0.00200339,0.056886422,0.000504317,0,0.016655788,0.010266678,2.93E-20,2.60E-19,0,0,3.20E-18,0.017775763,0.176529257,0,2.89E-19,0,0.005422728,0,0.016552952,0
TCGA-20-0991,0.172901246,0.018283504,0,0.081721477,0.016390545,0.082145923,0.023047504,0,0.022550703,0,1.72E-18,0.0035846,0.510245255,0.177203637,0.114623729,0,0.004296414,0.529715879,0.215514632,0.154761282,0.408557359,0,3.85E-18,0.255367281,0.019470624,0,0,0.052951573,0.015481054,5.35E-19,0.086805082,0.124057014,0.040690671,0.115418138,0.037095995,6.84E-20,0.004318155,0.087007127,0.05373466
TCGA-20-1682,0.052569657,0.000519042,1.31E-19,0.008760745,0.047434556,0.021858045,0.009770055,0,0.021567732,0,0.014332882,0.076507724,0.114623568,0.044843567,0.037860034,0.029269749,0.000903054,0.190713896,0.04098333,0.032635744,0.171302606,0,0,0.157876923,0.076090328,7.51E-19,0,0.02343966,0.012889762,2.23E-19,9.33E-19,0.11767069,0,0.046106127,0.006913816,0.001652774,0.000343921,0.061035889,0.015769424
TCGA-20-1685,0.067788003,0,0,0.003995309,0.043415992,0.033137299,0.019612496,0.0040517,0.010576411,5.81E-19,2.48E-19,0.019089795,0.185074723,0.085842765,0.059593344,0.009061173,0.017605188,0.212748591,0.068267464,0.038108666,0.146257149,1.58E-19,7.00E-18,0.028192498,0.027673868,3.16E-19,0.00249067,0.023889275,0.015888853,0,0.011664205,0.109015917,0,0.009323339,7.51E-19,0.003526427,0.003784074,0.032275074,0.004778516
TCGA-20-1686,0.008790942,6.24E-18,0,0.027388589,0.05980599,0,0.03264874,0,0.028127608,0,0,0.134755228,0.036545431,0.024568872,0.027815902,0,0.004422295,0.083321755,0,0.017036038,0.164573306,0,0,0.025098466,0.046776323,1.49E-17,0,2.27E-17,2.50E-19,0,7.21E-18,0.124742442,0,2.07E-18,5.82E-17,1.79E-18,5.36E-18,0.031630768,0
TCGA-23-1022,1.99E-19,0,1.88E-20,0.033664253,0.010331224,8.19E-19,0,0,0.021142869,5.34E-18,0,0.075995062,0.018838576,0.01422661,0.019898147,0.003586223,0.010960779,0.035853449,0,0.003070475,0.085286539,0,8.63E-18,0.00265403,0.017014873,3.68E-18,0,0,1.34E-19,0,0.01240205,0.060353849,0,0,0,0,0,0.027458984,0
TCGA-23-1023,3.03E-18,6.21E-19,1.29E-17,0.004075285,0.127907807,0.014211897,0.009445502,0.011727841,0.123424669,0,0,0.245323859,0.092804917,0.033313923,0.039849,0,0.006454739,0.222499797,0.071289332,0.016928312,0.188540536,0.011221068,0,0.064673308,0.129694881,1.22E-17,0,0,3.05E-19,0,0.032836015,0.047705507,1.46E-18,0.013921393,1.05E-18,0,0,0.068599936,9.34E-19
TCGA-23-1028,0.065625501,0.001949499,0.001396037,0.017145381,0.043429565,0.013350429,0.023725456,0,0,1.43E-18,0,0.045854603,0.090250691,0.030320483,0.015076121,0,0.007879011,0.111965474,0.00134917,0.024587728,0.133317097,0,4.33E-19,0.035445497,0.021714783,2.04E-18,7.51E-18,0.012003095,0.015540602,1.21E-19,9.51E-20,0.160101937,0.005614144,0.046212764,1.01E-18,0.006123993,5.13E-18,0.02613819,0.013334028
TCGA-23-1110,0.012166794,1.01E-18,0,0.030436688,0.045510401,0.006299396,0.011038482,0,0.019472822,0,0,0.127301247,0.012363721,1.68E-18,0,0,0.006378788,0.045899857,1.94E-19,0,0,3.90E-20,1.70E-17,1.96E-18,0.033536136,2.17E-18,0,5.00E-19,1.05E-19,0,0.061078085,0.011066408,2.30E-19,0,2.91E-18,0.001532949,1.96E-18,0.068030591,0
TCGA-23-1118,0.040405562,0,0,0.011383469,0.023684769,0.002224992,0.023251928,1.79E-18,0.009164276,6.23E-20,0.020277778,0.045621786,0.127841744,0.069176027,0.048495794,5.24E-18,0.012281138,0.14562354,0.036356026,0.026606842,0.236606277,0,2.51E-18,0.070005264,0.017781796,6.16E-19,2.84E-18,0.000112278,0.006987157,0,8.59E-19,0.183939261,0.006937021,0.024794464,0.004694572,0.00602222,0,0.041612596,0
TCGA-23-1120,0.066806157,0,0,0.021564699,0.066535861,0.033992215,0.015610906,0.00382862,0.01584995,0,1.98E-18,0.032959026,0.158738931,0.076433021,0.056576633,2.68E-19,0.011602499,0.200548353,0.048027488,0.021703489,0.203969353,0,0,0.132473595,0.041809422,7.32E-19,0,1.52E-20,0,0.013999229,0.065159708,0.04433536,0.013535741,0.058175824,0.004515973,6.38E-21,3.56E-18,0.047590369,0.008250044
TCGA-23-2077,0.054859141,0.014732798,2.37E-19,0.024831039,0.069402834,5.22E-20,0.003677856,0.00289443,0.012207908,0,0,0.049664065,0.144737101,0.066474034,0.049712069,0.009784437,0.020411768,0.185542471,0.048098178,0.02624928,0.177589584,1.90E-19,0,0.03503868,0.040805371,1.61E-18,0.009553003,0.018585838,1.14E-20,1.09E-18,0.014508736,0.036106243,0.001013251,0.001958995,0,4.29E-20,0,0.065676741,0
TCGA-24-1103,0.01038544,0,4.46E-19,0.013535577,3.99E-18,0.012635081,0.013770572,2.25E-18,0.011488,7.08E-19,5.48E-19,0.053573703,0.014101473,0.009357164,0.006461858,1.73E-20,0.001409606,0.020260685,0,0,0.014413005,3.76E-19,1.16E-17,0.038283674,0.006159211,4.63E-20,2.36E-18,3.24E-19,0,1.73E-18,0.007519425,0.097076515,0,0.002289014,5.64E-20,4.36E-20,1.15E-17,0.04192581,2.29E-18
TCGA-24-1105,0.130149448,0.008811681,0,0.046217534,0.075316729,0.038820662,0.00767059,6.55E-19,0.008014013,0,0,0.041979979,0.154776379,0.044344775,0.031701841,0.007235017,0.007217658,0.197928305,0.018628581,0.026232667,0.097179787,0,5.36E-18,0.106968953,0.043151926,0,0.009611099,0,6.26E-21,0.002228713,0.018352749,0.080260963,0.005591439,0.02457068,0.000101111,0.001887396,0,0.041651616,0.002170523
TCGA-24-1413,0.059168406,0,0,0.035728681,0.037919807,0.019692546,0.011045516,5.78E-21,0.018313547,1.69E-18,0,0.013432302,0.086083784,0.031753816,0.029683614,0.000333948,0.010728464,0.114200461,0.018962855,0.007396005,0.125935918,0.00111613,1.50E-18,0.048702041,0.028116677,0,0.024215099,2.92E-19,0,0,0.0190335,0.003659708,0,0,2.42E-18,2.96E-21,0,0.023005573,0.003542849
TCGA-24-1418,0.093358184,0.017821274,0.005613317,0.026463705,0.040953212,0,0.0024636,0,0.011433269,0,0.028255155,0.025678878,0.110068403,0.029523076,0.02331838,0,0.007649853,0.140293209,0.025569389,0.00857953,0.137335327,4.88E-21,1.70E-18,0.066721896,0.030224806,0,0,1.17E-18,0.006096793,0.005865315,0.003445231,0.083747017,0.000422574,0.017539109,0,0.002261023,3.22E-19,0.039491217,0.003324667
TCGA-24-1419,0.035385046,0.005245715,0.000790577,0.012954985,0.023971952,0.004691324,0.015041328,0,0,5.78E-19,2.06E-18,0.008064269,0.044618618,0.018082085,0.004531422,0.007484638,0.013082758,0.056604594,0,0.000378038,0.010958386,0,3.22E-18,0.005305272,0.011985976,1.14E-18,1.36E-19,0.001251398,2.00E-19,1.85E-19,0.005155594,0.090610337,0,2.81E-19,2.96E-18,0.005864776,0,0.05100186,1.27E-18
TCGA-24-1423,0.023969323,0,0,0.022993047,0.003580674,0.019972651,0.00851503,9.52E-19,0.02536782,2.43E-18,2.25E-18,0.030705409,0.05511013,0.030335455,0.023445711,0.017143219,0.014429123,0.072343152,9.85E-19,0.011218691,0.079420193,0,3.40E-18,0.031883468,0.017233021,7.25E-19,0,0.01570415,0,0,9.65E-19,0.012350211,0.002712603,0.006423819,7.16E-19,0,0.002058421,0.027378509,0.004814692
TCGA-24-1425,0.028514678,0,7.21E-19,0.002485284,0.132144676,0.010511754,1.79E-20,0.003125004,0.111800508,0,0.016996666,0.154477705,0.104324074,0.041797805,0.048083771,0,0.010575437,0.351179082,0.060093951,0.015101932,0.131828184,1.11E-19,0,0.086927578,0.246855008,4.60E-19,0.008573473,0.006768059,3.45E-22,0.025427401,0,0.038682057,0.000402308,0.014396117,0.003021302,4.27E-21,0,0.114501863,0.001492808
TCGA-24-1428,0.099338739,7.50E-21,0,0.050781122,0.05380895,0.044231104,0,0,0.007812483,0,0,0.012274996,0.223801946,0.121720236,0.088139074,0.004468171,0.012280943,0.255855496,0.073718463,0.028644538,0.254111058,5.48E-20,6.03E-18,0.096619096,0.032053549,5.88E-18,0.017977438,0.013059474,1.37E-20,3.62E-19,0.050884422,0.152623944,2.24E-19,0.020559956,1.33E-18,0.001655934,3.37E-18,0.050023711,0.006543023
TCGA-24-1430,0.009446511,4.36E-18,9.84E-19,0.026456256,0.038602612,0.011928871,0.002587794,0.005300493,0.009596658,3.24E-21,0.002222244,0.076926053,0.022931911,0.006801899,0.000211543,0,0.008226953,0.049006825,0,0.002923077,0.019833514,1.36E-20,2.55E-18,0.003067098,0.026074914,0,0.013270262,0.002432348,0,0.000353291,0.004715368,0.028301056,0.006999427,0.004874276,0,0.004147782,0,0.03092117,1.51E-18
TCGA-24-1435,0.027834382,0,6.53E-19,0.002684346,0.049227406,0.021362222,0.011097859,0.002345865,0.016036614,3.28E-21,0.003067708,0,0.129630586,0.053315468,0.04800545,0.008563562,0.010232069,0.166371609,0.053026095,0.039661869,0.187270223,1.35E-19,1.03E-18,0.055742464,0.036741023,7.29E-19,0,0.042649418,0.002583223,0.008845901,0,0.108180759,0.010375996,0.027263996,0.009544651,0.002385111,3.05E-05,0.047991065,0.001378264
TCGA-24-1463,0.023870756,0,0,0.014130457,0.050193912,0.02789177,0.003195631,7.13E-19,0.014803586,0,3.40E-19,0.022078212,0.094924085,0.041378706,0.033886938,2.23E-19,0.007639925,0.139417811,0.023914776,0.045581965,0.113324449,0,0,0.061873004,0.044493726,0,1.34E-18,0,0,0.001756614,0,0.092107897,1.28E-18,0.002310269,0,1.76E-19,8.25E-18,0.038759958,1.59E-18
TCGA-24-1467,0.035894561,3.07E-19,2.87E-18,0.00747568,0.011348238,0.037440793,0.009129141,0.001681928,0.003217067,0,0,0.060179733,0.051241225,0.015326864,0.011841003,6.55E-19,0.016647156,0.059125437,5.94E-18,0.008993257,0.118768125,0,3.90E-19,0.031008172,0.007884212,3.34E-19,0.033871842,0.007492522,3.08E-21,0,0.01105808,0.041937061,7.95E-19,0.002433862,1.94E-18,0,0,0.025929372,0
TCGA-24-1469,0.06085101,0,8.10E-19,0.022163608,0.011403981,0.026850723,0.000517592,2.46E-18,8.11E-22,0,0,0.037291788,0.061761577,0.021378472,0.020309833,0.011771246,0.000673774,0.068831401,0,0.00973911,0.106393642,3.11E-20,1.31E-17,0.0537164,0.007069824,0,0.006118121,0.016889164,9.89E-20,4.46E-18,0.018455876,0.161535989,0,0.004871014,0,6.74E-05,8.08E-19,0.043007372,0.018046898
TCGA-24-1470,0.146446514,0.015425311,1.56E-18,0.023953054,0.042162765,0.068649462,0,5.21E-20,0.031777434,1.99E-18,0.004094178,0.020122826,0.2688433,0.048143044,0.042975975,0.013656922,0.017351443,0.305813399,0.06712819,0.06438416,0.227570247,4.59E-19,0,0.12910755,0.0369701,0.001061506,0.010239484,0.066308264,0.017649216,0.039363128,0.007128825,0.071177349,0.058750094,0.073610959,0.035359683,2.83E-20,0.010456604,0.106611256,0.04956774
TCGA-24-1545,0.168220664,0.010234857,0,0.102631057,0.071705497,0.06044578,0.017760679,1.46E-19,0.017762282,0.001669514,0.017746452,0.134218818,0.314439342,0.079521783,0.061510368,9.94E-21,0.018263621,0.368488885,0.071547635,0.067077531,0.316357837,3.10E-19,2.97E-20,0.166249487,0.054049543,0.000675362,0,0.07340853,0.013423097,0.02485828,0,0.067310476,0.064682904,0.102626254,0.043691125,0,0,0.049379897,0.033447658
TCGA-24-1550,0.02756891,1.48E-18,4.90E-20,0.015575148,0.092331167,0.01035065,0.00648728,2.19E-18,0.061261278,1.07E-18,0.010398856,0.098679286,0.170007161,0.059338743,0.066816031,0,0.003448615,0.246803384,0.100649437,0.059361075,0.135559871,0.002387591,1.69E-18,0.038922815,0.076796222,3.97E-19,0,0.00470264,9.69E-05,5.12E-20,0.008112378,0.091485795,0.00225637,0.015924599,0,0,0.001065603,0.029997367,0.002276356
TCGA-24-1551,0.080875597,0,2.47E-20,0.012622499,0.036920227,0.025672767,0.010086373,0,0.003364589,7.52E-18,1.56E-18,0.006703067,0.208161671,0.075297018,0.056464376,0.008208887,0.005867166,0.228765201,0.106062022,0.042865728,0.179847297,0.001274975,9.84E-20,0.082289852,0.02060353,2.63E-18,3.50E-18,0.027672953,1.11E-20,0.010016074,0.030874109,0.035570889,0,0.036926174,9.18E-20,0,0.01140488,0.036692849,0.003595997
TCGA-24-1553,0.180651316,0.026880615,3.19E-18,0.053041452,0.043770502,0.060620005,0.001223686,0,0.007180567,0,0,0.020349435,0.334133583,0.087557087,0.07396616,1.25E-18,0.028712865,0.359609117,0.048436743,0.029485448,0.246094316,3.89E-19,1.78E-21,0.115174979,0.025475535,1.85E-19,0.00973851,0.10425414,0.024916846,0.011859921,0,0.120660196,0.126356915,0.176340687,0.090410702,0,0,0.013498019,0.030917799
TCGA-24-1555,0.047852178,5.55E-19,0,0.012719583,0,0.02343965,0.017614581,1.09E-18,1.77E-20,0,0,0.025552633,0.076427001,0.036293528,0.015468479,0.010583085,0.014200255,0.076427001,0.007185559,0.006346382,0.047930081,0.000412075,1.20E-18,0.021389009,8.87E-21,1.05E-18,0.001666568,0.019156406,0.000800048,0,0.022932163,0.02015283,0.002350524,0.006525904,1.25E-18,0.000334099,8.67E-20,0.063131247,0.001288511
TCGA-24-1556,0.038691196,0,2.25E-18,0.023670009,0.044164871,0.002754432,0.005368385,0,0.015982153,0,0,0.036094181,0.108808901,0.056713278,0.051575527,0.007836905,0.011067326,0.138882413,0.028399714,0.015397221,0.197972092,3.87E-20,1.21E-18,0.065339395,0.030073512,0,0.000313743,0.024972097,0,0.012876657,0.051705325,0.125978941,0.012944616,0.049818524,0.002435656,2.13E-20,0,0.037045887,0.00466077
TCGA-24-1560,0.03253193,0,1.58E-20,0.008221047,0.030867708,0.004137116,0.025156696,2.03E-19,0.000869368,2.88E-19,8.47E-22,0.005012766,0.055777029,0.029534755,0.006267798,0.02620058,0.01147634,0.071645567,0.004445002,0.002762126,0.06875266,0.000883767,2.72E-18,0.016118898,0.015868538,0,0.006283184,0.025968729,0.000722909,0,0.003997913,0.044869835,0.002031624,0.010132865,3.48E-18,0,0.003394939,0.027354262,5.36E-19
TCGA-24-1562,0.045821341,0,0,0.016070918,0.059898228,0.012764434,0.014239613,4.55E-19,0.013957156,1.33E-18,7.62E-18,0.046698294,0.095321217,0.040155134,0.022171433,0.007503948,0.014042473,0.141007427,0.008296148,0.03466673,0.122893949,0,0,0.061482703,0.04568621,1.00E-18,0,0.013347315,1.82E-19,0.00332648,0.007477075,0.040589888,0,0.022931987,4.90E-20,5.25E-23,4.21E-19,0.044391695,0.010014767
TCGA-24-1563,0.022390369,6.74E-18,0,0.008431078,0.076002945,0.026973042,0.015203226,0,0.025479524,0,1.10E-18,0.075721384,0.097153845,0.046668767,0.034222316,3.32E-18,0.002126342,0.151160268,0.046712184,0.027409345,0.134110219,0.00042376,5.78E-18,0.051102262,0.054006423,1.28E-18,0,0,0.002212092,0,0.006235982,0.073238934,2.47E-20,0.014168219,1.36E-18,0,3.98E-19,0.00156515,1.20E-18
TCGA-24-1564,0.044489521,0,0,0.0066855,0.047236624,0.051453289,0.000774934,0,0.010455976,0,0.004765157,9.80E-19,0.271164349,0.131796697,0.109435501,0.002403204,0.014314371,0.300010648,0.167372432,0.048773502,0.142952345,3.33E-20,1.04E-19,0.042805643,0.0288463,0,3.11E-18,0.052339288,0.000955919,0.012126358,3.44E-18,0.02989038,0,0.015407846,3.85E-18,0,0.001995252,0.036923171,0.021729318
TCGA-24-1603,0.042783847,2.81E-18,5.24E-18,0.024111748,0.008058831,0.007078124,0.019335165,0,0.014921271,1.36E-19,0,0.035240671,0.083160492,0.038034891,0.021184387,0.011032844,0.013303962,0.094650543,0.016602487,0.012223451,0.05341478,0.0017921,0,0.008755967,0.011490051,0,0,0.020197381,0.001703805,0,0,0.108711058,3.68E-19,0.016542963,1.11E-18,0.000447908,4.40E-18,0.00292027,0
TCGA-24-1616,0.038191331,0,0,0.007608671,0,0.005574988,0.001491806,2.59E-19,0.00876856,7.35E-19,3.80E-19,0.088957995,0.050886251,0.026511576,0.014692329,0.001588882,0.007008023,0.055270531,0.001609055,0.000634972,0.041389832,0.002374419,4.09E-18,0.010694813,0.00438428,8.10E-19,0,0,3.01E-20,1.03E-19,0.013050245,0.028717748,1.27E-18,0.005584819,1.07E-18,1.04E-19,1.20E-19,0.041092363,1.64E-19
TCGA-24-1842,0.087649989,0,0,0.031248422,0.030590702,0.047896258,0.001192517,2.92E-19,0.005590768,1.97E-18,0,0.008176479,0.209367524,0.09109291,0.05954926,0.00440365,0.012483344,0.228069378,0.051209481,0.033219187,0.211863913,5.41E-19,0.001656332,0.139227217,0.018701855,0,0,0.086371794,0.01271067,8.91E-19,0.056175172,0.094058183,0.036740043,0.079745809,0.0298536,1.52E-19,0.018739843,0.061737797,0.029843838
TCGA-24-1849,0.111206667,0.014484386,0.002104379,0.04083631,0.146180946,0.045693324,3.25E-21,0.011260803,0.081369667,1.22E-18,0.002673289,0.115450293,0.322923309,0.069761999,0.065356729,0.010009103,0.011263107,0.51541103,0.170040271,0.083187687,0.183932403,0.000423301,0,0.149292843,0.192487721,4.69E-18,0,0.032863648,1.12E-21,0.02771048,0.010576337,0.047516686,0.038501931,0.071448302,0.018762604,1.34E-19,0.000245501,0.068788405,0
TCGA-24-1850,0.049720071,8.72E-19,0,0.013402025,2.36E-18,0.012346201,0.004091302,0,0,9.90E-20,0,0,0.120738705,0.066909483,0.0512439,0.009682933,0.003499846,0.122532841,0.0316214,0.029357257,0.120207834,0,3.70E-19,0.061070954,0.001794137,3.77E-18,0,0.018402122,0,0,0,0.129781983,0,0.015666395,2.00E-19,0.000450743,2.58E-18,0.037057997,0.009330165
TCGA-24-1923,0.061918228,1.72E-18,0.002328343,0.016013718,0.194511457,0.00215949,0.011160712,0.013219015,0.001294705,1.99E-20,0.020677404,0.212697734,0.067207801,0.017293059,0.016687053,2.92E-20,0.011319903,0.165110882,0.009834522,0.000445989,0.119004936,0,0,0,0.097903081,4.92E-18,0.001925304,0,0,0,0.006572316,0.038754282,8.11E-20,1.30E-18,1.43E-18,7.19E-21,0,0.061253707,6.89E-19
