cell_type,B cell,B cell memory,B cell naive,B cell plasma,Cancer associated fibroblast,Class-switched memory B cell,Common lymphoid progenitor,Common myeloid progenitor,Endothelial cell,Eosinophil,Granulocyte-monocyte progenitor,Hematopoietic stem cell,immune score,Macrophage,Macrophage M1,Macrophage M2,Mast cell,microenvironment score,Monocyte,Myeloid dendritic cell,Myeloid dendritic cell activated,Neutrophil,NK cell,Plasmacytoid dendritic cell,stroma score,T cell CD4+ (non-regulatory),T cell CD4+ central memory,T cell CD4+ effector memory,T cell CD4+ memory,T cell CD4+ naive,T cell CD4+ Th1,T cell CD4+ Th2,T cell CD8+,T cell CD8+ central memory,T cell CD8+ effector memory,T cell CD8+ naive,T cell gamma delta,T cell NK,T cell regulatory (Tregs)
TCGA-24-1924,0.085410468,1.13E-19,0.000753123,0.03425695,0.013704222,0.020426332,0.014421831,0,0.01123416,0,3.98E-19,0.033588114,0.222205274,0.103759353,0.071346377,0.000177846,0.006489685,0.236688476,0.093996668,0.030040109,0.273982483,0.001553903,0,0.116204549,0.014483202,0,0,0.014493598,0.020957835,0,0.030425689,0.175210448,0.012057725,0.070173335,0.006410067,0.000182013,4.75E-19,0.027336146,0.019464218
TCGA-24-1930,0.110912657,0.008114965,0,0.066367563,0.025116419,0.03109283,0.008392808,2.12E-19,0.04821554,2.46E-19,0.00984383,0.023395009,0.288543882,0.122419402,0.096302107,0.004761584,0.021160573,0.330727656,0.109587683,0.027455749,0.280745439,4.14E-20,0.01229429,0.148360207,0.042183774,1.21E-19,0,0.075833727,0.001581196,0.005100094,0.02932441,0.030253181,0.028985467,0.056991052,0.042119356,0,0,0.062790591,0.021163497
TCGA-24-2024,0.031670626,0.003107374,5.22E-18,0.030201905,0.065886205,0.015798005,0.003241562,3.33E-19,0.008113649,0,9.20E-18,0.015341985,0.064314479,0.033597544,0.020062625,0,0.004455496,0.103763148,0.015709199,0.009063569,0.108313975,2.89E-20,0,0.035579806,0.039448669,1.07E-18,0.001298443,1.26E-18,0,0,0,0.020222183,0.001975283,1.16E-18,0,2.14E-19,2.81E-18,0.048827254,0
TCGA-24-2038,0.061744885,6.71E-18,5.48E-18,0.014987509,0.01840527,0.028592389,0.011701958,0.009621619,4.92E-23,0,0,0.0339703,0.089041224,0.018995636,0.010462435,0,0.02262289,0.098243859,0.013876534,0.014615904,0.048491562,0.001705986,1.05E-17,0.014554588,0.009202635,0,0.011550534,0.016161321,1.09E-19,0,7.77E-19,0,0,6.63E-19,0,0,0,0.069243761,0
TCGA-24-2254,0.019580144,0,1.22E-20,1.25E-18,0.092336901,0.028596765,3.30E-19,0.01296351,0.003968886,0,0,0.032468242,0.136516845,0.038941974,0.030923445,8.03E-20,0.014573591,0.185927786,0.101568969,0.03005514,0.088390537,5.54E-05,0,0.017237485,0.049410941,2.61E-18,0.015828027,0.024647277,0,4.64E-18,0.004259315,0,4.41E-19,2.62E-23,0,5.38E-19,0,0.027822532,3.38E-19
TCGA-24-2280,0.07965787,0.017099153,0.000713217,0.031976848,0.132807341,8.37E-19,0.000158176,0.002947213,0.076122607,0,0.010853314,0.08164637,0.146754082,0.024794814,0.024574515,0.002239633,0.015580385,0.304442765,0.05822089,0.01888093,0.045515811,0,2.88E-19,0.026655705,0.157688683,6.13E-19,0.040197094,0.004834825,3.23E-20,0.008942572,0.007651236,0.015134526,0.022996234,0.000217485,0.002920274,0.007032737,1.92E-18,0.081990895,0
TCGA-24-2281,0.097935607,0,0,0.03905798,2.17E-19,0.048108999,0.001795895,0,0,0,1.29E-17,0.012898876,0.252584286,0.115789232,0.082831733,7.70E-19,0.009059232,0.252584286,0.063184465,0.090551718,0.316954683,0,2.64E-19,0.134127758,1.08E-19,0,0.017138249,0.059246162,0,9.98E-20,0.044771607,0.053618547,0.002356174,0.038472388,0.001429036,0.007166992,0.001853519,0.092896242,0.043425288
TCGA-24-2290,0.072519677,0.000444761,0.003564718,0.005609712,8.18E-20,0.028431877,0.005694767,0.001234514,0.013377313,1.13E-18,0.014151347,0.023207587,0.205698724,0.070581069,0.045490933,0.001623134,0.017548075,0.214438027,0.107412986,0.039940953,0.183679017,0.000545326,0,0.053320666,0.008739304,0,0.004164851,0.031492829,0.002497547,1.15E-18,0.027301612,0.043124098,2.37E-19,0.006689604,0,0,0.004836244,0.04491985,0.013561218
TCGA-24-2297,0.034208494,0,1.11E-18,0.041629929,0.042822827,0.016835774,4.22E-20,6.64E-21,0.02082646,0,0,0.027905437,0.032322583,0.004998231,0.00424501,2.39E-20,0.009039234,0.067020577,0,0.000237916,0.071780848,0,0,0.025185208,0.034697993,0,0.022272968,0,1.35E-19,4.59E-18,0.001048378,0.046658633,7.13E-19,0,6.36E-18,0,2.34E-18,0.046954613,2.08E-18
TCGA-24-2298,0.000889938,0,2.24E-18,0.010002718,0.007149101,0.000171641,0.016008925,1.86E-19,0.004716193,0,0.007557514,0.057911251,0.033379944,0.027324594,0.02409307,1.75E-18,0.005387092,0.04031789,0.010067275,0.001409718,0.093269488,1.43E-19,2.48E-19,0.05793785,0.006937947,4.92E-19,0.002786532,0.047290302,4.52E-21,0,0.013941406,0.024922104,0.004991298,0.013172982,0.00991981,0,2.80E-18,0.031375354,0.002932706
TCGA-25-1321,0.045478837,0,0,0.01349778,0.029464908,0.032802762,5.53E-20,5.18E-19,0.00430987,3.49E-18,1.85E-18,0.012569535,0.086331778,0.037897591,0.0219915,0.004383165,0.01810057,0.104453491,0.01527756,0.012624873,0.089778102,0.000118235,9.88E-20,0.026382904,0.018121713,0,0.00188278,0,0,8.39E-18,0.006857533,0.015584947,3.86E-19,2.03E-18,0,0,9.01E-20,0.042058721,0
TCGA-25-1630,0.072969603,0.017004269,0,0.022694304,0.048367478,0.012077598,0.013733513,0.010300521,0.010485354,5.15E-18,0.000828443,0.029781471,0.325622135,0.097961532,0.059541069,0,0.019689663,0.357296487,0.1784444,0.059607614,0.15250773,0.05976039,0,0.058456242,0.031674352,6.82E-19,6.76E-18,0.04892684,0,1.90E-20,0.002390644,0.052665372,0,0.013530371,1.69E-18,1.72E-20,0,0.012477307,4.98E-18
TCGA-25-1633,0.064670988,5.38E-19,0.000332686,0.024963783,0.081612762,0.013578967,0.000519037,1.93E-19,0.01860522,0.004706917,0.018808527,0.052153228,0.211097414,0.062224058,0.056766759,0.003989959,0.01631337,0.268256462,0.07577469,0.042806499,0.233651878,0.00157421,0.007831838,0.131689694,0.057159048,0.004576018,0,0.0557993,0.015945929,0.004252458,1.96E-18,0.066840464,0.036167533,0.066735078,0.031565209,0.000490287,4.37E-18,0.022957771,0.032345611
TCGA-25-1634,0.02623082,0.001321369,2.59E-19,0.028048305,0.015363379,0,0.003963876,4.38E-18,3.96E-20,1.75E-18,9.74E-19,0.005921673,0.023506679,0.000423499,1.24E-18,4.52E-19,0.0086057,0.031188369,0,0,3.17E-19,0,0,0.006145718,0.007681689,1.09E-18,2.32E-19,0,7.81E-20,3.86E-19,0.022594049,0.013918651,0,3.63E-18,8.71E-19,2.82E-19,6.84E-18,0.066123382,0
TCGA-25-2391,0.023679272,0,0,0.003199995,0.021976232,0.016695919,0.0043046,7.30E-21,8.64E-19,0,0.010705431,0.003161513,0.108248301,0.060770914,0.038999909,0.011389254,0.009140425,0.119355469,0.0471412,0.014197089,0.045609996,0.000605344,1.72E-18,0.040363536,0.011107168,1.15E-18,0,0.041469111,0.00188152,0.000992064,0.024603107,0.047225835,0.006838207,0.0289484,0.000194602,0.001234864,0,0.021401453,6.04E-05
TCGA-25-2398,0.032911974,0.001111746,0.000249132,0.020306337,0.061251063,0.000592662,0.000721372,0,0.010684493,1.98E-18,9.41E-19,0.04577999,0.123234698,0.041014509,0.02901474,0,0.007342016,0.162393342,0.049958649,0.053624899,0.149425091,8.77E-21,1.32E-19,0.083380326,0.039158644,2.17E-18,0.005211217,0.01465663,2.96E-20,0,0,0.04833025,1.22E-19,0,3.58E-18,9.99E-20,0,0.025743155,0.004828066
TCGA-25-2400,0.032627494,1.47E-18,3.17E-21,0.008102907,0,3.79E-18,3.97E-06,1.59E-18,0,1.51E-19,6.47E-18,0.023310068,0.057707278,0.03932455,0.031914126,0.019184263,0.007391378,0.058591244,0.001700095,0.00468632,0.103910745,0.00083108,3.06E-18,0.011396217,0.000883966,3.86E-18,5.58E-18,0.003664216,2.72E-19,1.24E-18,0.012375486,0.016621683,0,5.40E-19,0,7.76E-19,0,0.056397419,7.04E-19
TCGA-29-1693,0.026908174,9.60E-19,2.56E-18,0.051035227,0.055117728,0.000394499,0.06687683,0,0.010087827,4.03E-19,0,0.062857754,0.092770017,0.06203391,0.044469359,0,0.005040963,0.128652807,0.023622582,0.004915706,0.139018375,2.15E-19,0.014293471,0.071219567,0.03588279,1.65E-18,1.79E-18,2.91E-20,0.005416999,0,1.08E-17,0.120240118,0.00234022,0.031448128,0,0.00301117,1.56E-18,0.029953623,0.001233562
TCGA-29-1697,0.017872519,4.18E-18,1.77E-18,0.014101448,3.17E-20,0.010776888,0.017318848,6.20E-20,1.74E-19,0,9.15E-19,0,0.032919837,0.025111705,0.014559997,0.025731301,0.003236298,0.035481015,0,1.51E-21,0.041086141,1.56E-19,0,0.013767135,0.002561178,1.47E-18,2.20E-19,0.023600054,0,0,0.023047394,0.095717145,0.003159234,1.52E-19,9.14E-19,0.009041464,0.002002505,0.040004789,0
TCGA-29-1702,0.021253724,0,0,0.016406064,0.042571402,0.007104558,0.005132573,2.49E-19,0.003173966,0,0,0.031993627,0.053794024,0.017787065,0.009164714,0.020322414,0.029714235,0.076666708,0,0.007606146,0.043563455,0.000958622,3.13E-19,0.001792098,0.022872684,1.12E-18,0.00703316,0.002226948,0,0,0.033857906,0.038788157,0.003371244,0,1.94E-19,0.005856755,9.17E-18,0.040573447,0
TCGA-29-1705,0.026365371,0,4.88E-18,0.011365525,0.024356744,0.015086662,0.029024928,0,0.022240857,0,0.020141433,0.016226157,0.094859735,0.051371885,0.031462221,6.57E-20,0.011881165,0.12085039,0.04471784,0.007953341,0.129430503,0,4.90E-20,0.059447975,0.025990655,0,0,0.038373763,0.000764984,0.00330054,0,0.096833558,0,0.002764232,0,0.00144389,0,0.060099961,0.000741892
TCGA-29-1711,0.036627822,2.36E-18,9.62E-19,0.000680054,0.017786412,0.045344411,0.007893658,7.46E-19,0.019597935,1.58E-18,3.14E-19,0.003187634,0.177168559,0.068582248,0.047286484,0,0.012114241,0.196143905,0.047428134,0.052825863,0.223399206,2.80E-19,0.025927283,0.070818602,0.018975345,0,0,0.090304745,0.010128416,0.012722335,0.005115405,0.116488628,0.022247249,0.067904557,0.046759462,0,0.000404163,0.043127473,0.012454629
TCGA-29-1769,0.048036855,0.00903792,5.90E-20,0.036225449,0.072868914,0.000971662,0.031508077,1.67E-18,0,0,0.022902982,0.043965692,0.136032356,0.056739177,0.043250659,0.001831061,0.002504487,0.180730873,0.068201092,0.018594762,0.173948088,0,0.004210929,0.100897576,0.044698517,1.18E-18,8.22E-19,0.002182103,0.010330812,0,0.015816502,0.136103878,0.005761232,0.038405074,0.005168129,0.011113462,2.12E-19,0.032448111,3.58E-18
TCGA-29-1770,0.029727143,3.80E-19,1.07E-18,0.03011155,0.049106308,1.14E-18,0.01783518,1.23E-19,0.044196133,1.11E-18,3.54E-19,0.035375778,0.068603306,0.036073999,0.020428644,0.002637293,0.008624966,0.12201557,0.028009746,0,0.066664238,0,0,0.059149066,0.053412264,1.91E-18,1.93E-18,0.013739325,0.000469443,0,0.004926049,0.050132932,0.000469104,0.002388592,0,0.002262707,0,0.028705372,7.51E-19
TCGA-29-1778,0.085774168,0,2.54E-18,0.040179949,0.086028916,0.045125123,0.010534038,4.24E-19,0.03018874,0,0,0.051543686,0.198159647,0.038219592,0.028257681,0,0.020321564,0.256268475,0.032309755,0.073502879,0.221732344,1.47E-19,0.007881277,0.101304624,0.058108828,0,2.42E-19,0.077165164,0.010155284,0.007476768,0.015479756,0.121880433,0.039230237,0.062300312,0.029275555,0,8.87E-18,0.084742204,0.025739923
TCGA-29-1781,0.241728066,0.034959876,8.05E-18,0.109664528,0.016785714,0.081377539,0.061208801,0,0.008871737,2.08E-18,6.27E-19,0.024679617,0.416895349,0.126638527,0.07627927,0.017833219,0.031326303,0.429724075,0.086831987,0.067116467,0.29634538,0.001256295,0.009271288,0.152636733,0.012828726,0,0,0.08325737,0.0325684,0.003252087,0.030144672,0.16785181,0.061174091,0.139842857,0.051815423,2.22E-21,0.02671614,0.039291098,3.64E-05
TCGA-29-1784,0.18436848,0.009898718,0,0.065544264,0.028245122,0.095069335,0.047730797,0,0.001752106,3.42E-18,0,0,0.322028961,0.109505683,0.068405529,0.007014961,0.013442928,0.337835945,0.096083848,0.058672192,0.309105166,7.94E-19,2.56E-18,0.106895512,0.015806983,4.34E-19,0,0.044360397,0.024818815,3.26E-19,0.010340341,0.206470936,0.020970312,0.062840761,0.005313751,0.007094568,4.92E-18,0.035981253,0.002404596
TCGA-29-1785,0.074661751,1.70E-18,0.001252801,0.020830327,0.00440073,0.029852586,0.029129182,1.26E-18,4.69E-20,0,0.017613663,0.012355263,0.243542264,0.101981246,0.073144721,8.26E-05,0.019122933,0.247136148,0.048442226,0.027617103,0.273242595,0,0.041085687,0.149402377,0.003593883,0.001952121,0,0.03473822,0.025308485,0.016834383,0.030259338,0.107185175,0.05045033,0.103447753,0.054646499,0.00212266,0.021292129,0.02192086,0.031547457
TCGA-29-2425,0.061154768,0,0,0.054408126,0.019382444,0.022395314,0.0022724,0,0.007588703,0,0,0.02595849,0.087640479,0.029300639,0.020743579,2.17E-19,0.013414913,0.101126053,0,0.025951824,0.115785494,0,0,0.05457109,0.013485574,0,0.003966861,0.0343883,0.001502705,0.003891141,0.024013741,0.046330603,0.001638574,0.022724715,1.27E-18,0.002006094,0,0.011822939,0.010339407
TCGA-29-2427,0.115567759,5.09E-18,2.50E-18,0.045784689,0.05060784,0.060537126,0.010199765,4.94E-21,0.010398407,8.20E-19,0.005865856,0.096491446,0.290132934,0.153119295,0.121406505,0.008117382,0.014347437,0.326129227,0.062649845,0.018608936,0.312708033,5.93E-19,0.017999674,0.197578362,0.035996293,0,9.28E-19,0.047048591,0.012628735,0.01987351,0.021193655,0.131711684,0.052906455,0.134401679,0.062860562,0,0.020448699,0.023423444,3.70E-18
TCGA-29-2428,0.121765759,0.017168449,0,0.073085594,0,0.071814666,0.00973053,0,0.012718545,0,0,0.002810726,0.292610124,0.081422176,0.047222427,0,0.011455756,0.299851616,0.045850867,0.123519695,0.237091423,0,0,0.14547518,0.007241492,0,0,0.057503404,0.007218275,7.73E-19,0.027992544,0.119597869,0.054900933,0.102885603,0.027488718,0.009750739,0,0.122405603,0.032615386
TCGA-29-A5NZ,0.029885048,0,2.12E-18,0.009599957,0.043922605,0.036200638,5.58E-05,0.001393146,0.009085914,0.000232744,0.00430158,0.025177854,0.044489292,0.012332058,0.011298457,5.92E-19,0.005311494,0.07369514,0.004034044,0.008656847,0.065811195,2.07E-19,0,0.027950938,0.029205848,1.84E-19,0.015950975,1.37E-19,0,0.001409081,0.002366135,0.056780946,0.006281703,0.001647358,6.30E-19,0,0,0.068435465,0.03459819
TCGA-30-1853,0.014161078,0,0,0.042916946,4.05E-18,3.95E-18,0.011808137,0,0.011474177,1.24E-18,0,0.060757892,0.01559503,0.002666726,0,0.006793005,0.00656474,0.021905548,7.56E-18,0,0,1.98E-19,0,0,0.006310518,0,0.047288399,0,6.31E-20,8.54E-19,0.034235913,0,1.26E-21,2.59E-18,0,0.018901796,4.76E-18,0.016414083,8.04E-19
TCGA-30-1860,0.079895472,3.71E-18,0,0.028706102,0.075294277,0.077251494,0.007440473,0,0.004855996,3.50E-18,0,0,0.227690839,0.100375618,0.085008595,0.010880639,0.00619129,0.268036268,0.076513197,0.028976075,0.270391818,0,0.020129924,0.178673458,0.040345429,0,0,0.050813562,0.023201524,0.002582937,0.06614312,0.219357203,0.029454684,0.125901571,0.037641562,0,0,0.115230373,0.038008595
TCGA-30-1892,0.017541241,0,0,0.021683549,0.144395876,0,0.048187086,4.96E-19,0.051826949,0,0,0.123727515,0.08206657,0.046420799,0.026873283,0,0.004805534,0.184519867,0.042241563,0.000951557,0.102743629,5.42E-19,0,0.060857046,0.102453297,5.85E-19,0,0.00426421,0.008316734,6.15E-19,0,0.080306485,0.01113916,0.028206478,0,0.015431984,0,0.023197492,2.75E-19
TCGA-31-1944,0.064727559,0,1.80E-20,0.024508177,0.051429951,0.012713099,0.010510683,0,0.007064186,7.72E-19,0.016511171,0.062186803,0.113003701,0.038536097,0.036148678,0.005701505,0.012989219,0.143798722,0.038781931,0.013526543,0.088669659,0.000944202,2.42E-19,0.047187898,0.030795021,4.78E-19,0,0.002124039,0,0,6.10E-18,0.09698379,1.58E-18,0.001475679,0,0,0,0.079601424,0.003901515
TCGA-36-1571,0.004892821,4.43E-18,3.36E-18,0.014735735,0.055959967,0.01978079,0.019500761,0.002412363,0.00174753,0,2.75E-18,0.016877816,0.020097078,0.015975089,0.008445894,0.004630943,0.009195462,0.051528276,3.78E-18,8.22E-05,0.022195352,0,0,0.008020838,0.031431199,0,0,2.90E-19,2.24E-19,1.21E-19,0.013942591,0.06514642,0,1.82E-19,2.35E-18,1.28E-19,0,0.011053556,0
TCGA-36-1574,0.01771418,0,4.85E-19,0.010427926,0.037022239,0.011830841,0.030063639,4.14E-19,0.013746537,1.28E-18,0,0.05554612,0.110182761,0.061374696,0.04524025,3.49E-18,0.001199463,0.138515203,0.030973608,0.054012194,0.159839442,7.52E-19,0,0.057753845,0.028332442,3.50E-18,9.99E-18,0.034206975,0.005813953,2.55E-19,0,0.173397619,9.02E-19,0.014543699,8.23E-19,2.63E-20,0,0.01932968,5.06E-19
TCGA-36-1577,0.006956854,1.08E-18,0,0.002119712,0.086702814,0.012608074,0.005838475,7.73E-19,0.016610327,2.42E-18,5.55E-21,0.008140997,0.037536646,0.020252141,0.012503285,0.003332819,0.007324097,0.090736006,0.010616477,0.001990063,0.021109783,2.14E-20,4.96E-18,0.012411403,0.05319936,0,0,0,2.05E-19,6.85E-19,0.007665152,0.111945517,0.009165338,0,0,0.027852028,3.79E-18,0.011876358,0
TCGA-3P-A9WA,0.018735042,4.51E-18,0,0.004395824,0,0.044927047,0.01904636,0.000257251,0,3.14E-20,1.91E-18,0.001898203,0.072428149,0.030302608,0.019915179,0,0.011487961,0.072428149,0.02265863,0.024427127,0.069090722,0.001030857,5.91E-18,0.032264782,0,9.43E-19,0.012823081,0.071191452,0,4.67E-18,3.69E-19,0.102596428,3.76E-20,3.60E-20,0,0.002193044,0,0.068786764,0.004808602
TCGA-59-2351,0.133877129,0,6.70E-20,0.051915576,0.057521253,0.050381702,0.016072308,0,0.024304792,9.13E-19,0,0.035538041,0.227358132,0.079718486,0.06058939,7.84E-19,0.014035703,0.268271155,0.056390574,0.046819732,0.253271895,0,0,0.073396751,0.040913023,2.83E-18,1.73E-19,0.052404555,0.010007106,0,0,0.161386011,0.010195575,0.047300142,0,2.36E-22,0,0.029316447,0.013068181
TCGA-59-2363,0.010442179,1.17E-20,0.000262212,0.010959845,0.014293386,5.32E-19,0.009112244,0,1.41E-19,3.75E-19,0,0.04988841,0.023184018,0.012860127,0.010479837,0,0.001700797,0.031239004,1.33E-19,0.007667547,0.049353343,0.002105377,0,0.013427408,0.008054987,7.00E-19,6.27E-18,1.69E-18,0,2.93E-18,0.009679952,0.048883839,4.63E-19,4.60E-19,0,2.61E-19,0,0.034931079,0
TCGA-59-A5PD,0.029754486,0,0,0.011742834,6.09E-18,0.036892172,0.019342144,0,0,0,0,0.016402308,0.050190189,0.028541402,0.021059904,0.002274813,0.006724561,0.050190189,0,0.010264834,0.11262326,0,5.92E-18,0.035289772,3.08E-18,1.12E-18,1.32E-20,0.014929961,0,3.13E-18,0,0.221256769,0,0,0,0.002989278,0,0.03094509,0
TCGA-5X-AA5U,0.031374501,0.000812442,0.003846172,0.016090283,0.015471819,5.61E-19,0.005309556,0.00066525,0.000852274,4.96E-19,1.95E-18,0.019192574,0.031369816,0.000360934,0.000258485,9.48E-21,0.010495193,0.040713494,2.11E-19,0.002713275,0.014580179,0,1.85E-18,0,0.009343677,6.16E-19,0.028253624,0,0,0,0.012059338,0.062190991,0.002110821,0,0,0.002823266,8.44E-18,0.045903187,0.000904206
TCGA-61-1743,0.047038155,0.003501084,2.28E-19,0.051058831,0.039578327,0.004964492,0.008125691,2.10E-18,0.013373362,0,0,0.035420694,0.045243251,0.010627212,0.014956803,0.000819135,0.007202234,0.071719096,0.000109045,0.002888231,0.080186848,0,5.44E-19,0.022526456,0.026475845,8.30E-20,0.004094955,0.015633789,0,0.000335691,0.003521739,0.073394874,8.10E-19,3.55E-19,0,0,0,0.10620131,0
TCGA-61-1910,0.023770123,1.95E-18,0,0.023220549,0.02861386,0.017447436,0.00844091,0,0.033780239,0,1.37E-18,0.042371447,0.06865198,0.032033422,0.027441586,0,0.019735231,0.100114315,0.018614999,0.008824195,0.10330061,0,0,0.032438838,0.031462335,0,0.035896384,0.005718055,0,3.54E-19,0.032549077,0.008218026,0,0,0,0.002112141,1.03E-18,0.059690225,0
TCGA-61-1911,0.151170679,1.01E-05,0,0.093391623,0,0.076494598,0.029342793,5.93E-19,0,6.55E-19,0,0.02556802,0.285154865,0.077205344,0.048616522,0.015465453,0.015985691,0.285154865,0.038923538,0.034637944,0.218596485,1.48E-19,0.055734097,0.116895657,0,0,1.71E-19,0.086086015,0.014378689,0,0.000600927,0.145116713,0.054075006,0.132098337,0.058710768,0.004998811,0.005852018,0.015443777,0.021488377
TCGA-61-1914,0.060488115,0.00524642,0,0.031860673,0.035297039,0.001030617,0.059596729,0,0.004724903,0,0.018519003,0.056306547,0.175267988,0.107901303,0.072352166,0.019712587,0.007904325,0.200799756,0.067762947,0.018839547,0.20876519,5.75E-06,9.12E-18,0.053167216,0.025531768,0,1.43E-17,0,0.010046369,3.58E-18,9.08E-18,0.189949874,0,0.017182728,9.47E-18,0.005435035,0,0.018151254,3.81E-18
TCGA-61-2008,0.05281175,7.10E-19,1.09E-19,0.023912416,0.090436546,0.049423341,0.006411573,0.002371013,0.008115058,0,1.02E-19,0.023465565,0.114519603,0.038090553,0.031311171,0,0.013183986,0.163795405,0.041875693,0.011029239,0.137100472,0,0,0.025198991,0.049275802,7.81E-20,0.017484325,0.025481272,4.32E-20,0,0.012155824,0.03006783,0.014788184,0.016985838,2.74E-21,0.005819831,0,0.041302463,0.014278375
TCGA-61-2009,0.029828402,0,5.94E-19,0.022397497,0.034808393,0.015841569,0.030994249,0,0.027420542,1.88E-18,0,0.00794198,0.180190599,0.076690078,0.044778695,0.025188376,0.003137706,0.216645231,0.061553365,0.068710818,0.159195922,3.28E-19,5.96E-18,0.106421664,0.036454632,0,1.30E-18,0.009140118,0.007682595,0,0,0.109877451,0.030365529,0.04597604,0.004848699,0.003688691,0,0.002558249,0.005207954
TCGA-61-2092,0.011107128,0,0,0.010079749,0,0.006136679,0.005460684,0,0.000425985,4.27E-18,1.17E-18,1.11E-19,0.016305758,0.004009408,0.004040691,0.008400562,0.009342101,0.016518751,2.51E-17,4.50E-20,0.006101957,7.71E-19,0,0,0.000212993,0,1.32E-18,0.007943101,3.16E-19,7.81E-18,0,0.142389921,6.33E-18,1.41E-17,3.07E-18,0,7.47E-18,0.005635609,7.87E-18
TCGA-61-2094,0.292821789,0.049725525,0.004873386,0.089498298,0.004579162,0.130892422,0.007291525,0,0.006411545,0.002250795,0,0.005215143,0.486282853,0.089840103,0.062172972,0,0.027631614,0.491778206,0.066009016,0.113882997,0.351569834,0,0.020026785,0.132916172,0.005495353,0.00226708,7.23E-18,0.118470373,0.036594261,0.0512632,0.024368471,0.165538853,0.114694098,0.165083549,0.104370932,5.79E-20,0.00387104,0.077300082,0.058415554
TCGA-61-2095,0.027610364,0,0,0,0.109827984,0.044933118,0,0.012207208,0.00288397,0,0,0.020304932,0.268728379,0.030057279,0.007729457,0,0.014849958,0.325084356,0.155895138,0.173393402,0.07097897,3.26E-20,0,0.102482404,0.056355977,2.03E-18,0.00926954,0.056024592,0,0.009096921,1.03E-18,0,0.001286428,0.004178905,4.99E-19,0,3.83E-20,0.138636567,0.006687424
TCGA-61-2097,0.027306993,0,0.000371101,0.005726775,0.11702205,0.003569703,0,0,0.019323553,1.91E-19,0,0.010911747,0.122619697,0.044800728,0.045450312,8.34E-19,0.009040179,0.190792498,0.083422022,0.013486056,0.138528264,0.005873567,1.00E-19,0.034715644,0.068172801,0,0,0.038461123,0,0,0,0.009197663,1.88E-18,0,7.20E-19,5.33E-19,0,0.015125971,0.002316562
TCGA-61-2098,0.03052396,1.57E-20,0.001257604,0.011044778,0.032527202,1.07E-18,1.02E-18,0,0.006531813,0,2.49E-17,0.028842993,0.023932877,1.66E-18,0,0,0.005010163,0.043462384,1.55E-18,0.000365192,5.56E-18,1.52E-20,0,0.001678339,0.019529507,0,0.030601063,2.93E-18,8.13E-19,0,0.002756844,0.037250738,0,5.00E-18,6.03E-18,2.54E-18,0,0.031542765,0
TCGA-OY-A56P,0.031266782,2.27E-18,8.48E-19,0.04043047,0.012179369,0.003401601,0.001375335,0,3.19E-19,0,0,0.012923685,0.026790379,0,4.49E-19,4.26E-19,0.008759045,0.032880064,1.06E-18,2.37E-19,2.29E-20,0,0,1.64E-20,0.006089685,5.52E-19,0.017184619,0,1.61E-19,4.21E-21,0.013970001,0.011757094,0.000159743,1.12E-19,5.07E-18,0,3.51E-18,0.095422265,0
TCGA-OY-A56Q,0.02521726,7.31E-18,2.05E-19,0.006229809,0,0.0265463,0.006744848,2.71E-19,0.013822003,0,0,0.100196422,0.051315784,7.88E-20,0,0.004118366,0.026179869,0.058226785,0,0,3.37E-19,0,5.10E-18,4.08E-19,0.006911002,0,0.036021775,0.010917927,0,0,0.01290667,0.036813793,0.025576547,0.000757976,2.00E-19,0.000134875,6.74E-18,0.028873521,0.012725456
